School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking
Southern California,Stanford,2015-09-19,2015-16,1,0,31,41,72,L,-10,Regular,3,25,32,78.1,272,3,28,155,5.5,1,4,4,100.0,1,1,100.0,7,0,0,0,16.77777777777778
Vanderbilt,Austin Peay,2015-09-19,2015-16,1,0,47,7,54,W,40,Regular,3,30,39,76.9,394,2,35,147,4.2,4,5,5,100.0,2,3,66.7,11,1,1,2,-1.0
Virginia,William & Mary,2015-09-19,2015-16,1,0,35,29,64,W,6,Regular,3,17,23,73.9,263,3,29,110,3.8,1,5,5,100.0,0,1,0.0,5,0,2,2,-1.0
Washington,Utah State,2015-09-19,2015-16,1,0,31,17,48,W,14,Regular,3,22,31,71.0,368,3,35,74,2.1,1,4,4,100.0,1,1,100.0,7,2,1,3,-1.0
Washington State,Wyoming,2015-09-19,2015-16,1,0,31,14,45,W,17,Regular,3,37,45,82.2,303,2,20,75,3.8,2,4,4,100.0,1,1,100.0,7,0,1,1,21.5
Western Michigan,Murray State,2015-09-19,2015-16,1,0,52,20,72,W,32,Regular,3,28,33,84.8,391,4,42,237,5.6,2,7,7,100.0,1,1,100.0,10,2,0,2,-1.0
Wisconsin,Troy,2015-09-19,2015-16,1,0,28,3,31,W,25,Regular,3,13,18,72.2,202,1,35,199,5.7,3,4,4,100.0,0,1,0.0,4,0,0,0,21.375
Arizona State,New Mexico,2015-09-18,2015-16,1,0,34,10,44,W,24,Regular,3,22,37,59.5,317,3,30,132,4.4,1,4,4,100.0,2,2,100.0,10,1,0,1,16.0
Boise State,Idaho State,2015-09-18,2015-16,1,0,52,0,52,W,52,Regular,3,22,28,78.6,254,1,58,344,5.9,6,7,7,100.0,1,1,100.0,10,0,0,0,22.5
Louisville,Clemson,2015-09-17,2015-16,1,0,17,20,37,L,-3,Regular,3,20,35,57.1,253,0,28,19,0.7,1,2,2,100.0,1,2,50.0,5,0,2,2,-1.0
Air Force,San Jose State,2015-09-12,2015-16,1,0,37,16,53,W,21,Regular,2,3,11,27.3,24,0,69,428,6.2,5,4,5,80.0,1,1,100.0,7,0,1,1,-1.0
Alabama,Middle Tennessee State,2015-09-12,2015-16,1,0,37,10,47,W,27,Regular,2,26,43,60.5,312,2,39,220,5.6,3,5,5,100.0,0,2,0.0,5,0,2,2,5.733333333333333
Arizona State,Cal Poly,2015-09-12,2015-16,1,0,35,21,56,W,14,Regular,2,23,35,65.7,283,3,45,248,5.5,2,5,5,100.0,0,1,0.0,5,1,1,2,16.0
Arkansas State,Missouri,2015-09-12,2015-16,1,0,20,27,47,L,-7,Regular,2,14,30,46.7,124,2,45,93,2.1,0,2,2,100.0,2,2,100.0,8,0,3,3,-1.0
Auburn,Jacksonville State,2015-09-12,2015-16,1,0,27,20,47,W,7,Regular,2,21,32,65.6,236,2,38,165,4.3,1,3,3,100.0,2,2,100.0,9,1,2,3,13.5
Baylor,Lamar,2015-09-12,2015-16,1,0,66,31,97,W,35,Regular,2,26,38,68.4,373,4,56,412,7.4,5,7,7,100.0,1,1,100.0,10,1,3,4,5.466666666666667
Michigan,Brigham Young,2015-09-26,2015-16,1,0,31,0,31,W,31,Regular,4,14,25,56.0,194,1,51,254,5.0,3,4,4,100.0,1,1,100.0,7,0,0,0,15.9
Michigan State,Central Michigan,2015-09-26,2015-16,1,0,30,10,40,W,20,Regular,4,11,19,57.9,143,1,36,181,5.0,3,3,4,75.0,1,1,100.0,6,0,0,0,5.333333333333333
Minnesota,Ohio,2015-09-26,2015-16,1,0,27,24,51,W,3,Regular,4,22,31,71.0,264,0,36,204,5.7,3,3,3,100.0,2,2,100.0,9,1,0,1,-1.0
Nebraska,Southern Mississippi,2015-09-26,2015-16,1,0,36,28,64,W,8,Regular,4,23,35,65.7,368,2,39,242,6.2,1,3,3,100.0,5,7,71.4,18,1,1,2,-1.0
North Carolina,Delaware,2015-09-26,2015-16,1,0,41,14,55,W,27,Regular,4,23,33,69.7,377,4,35,191,5.5,1,5,5,100.0,2,3,66.7,11,1,0,1,13.166666666666666
Northwestern,Ball State,2015-09-26,2015-16,1,0,24,19,43,W,5,Regular,4,18,31,58.1,256,3,57,290,5.1,0,3,3,100.0,1,2,50.0,6,2,1,3,18.3
Ohio State,Western Michigan,2015-09-26,2015-16,1,0,38,12,50,W,26,Regular,4,20,36,55.6,288,2,34,223,6.6,2,5,5,100.0,1,1,100.0,8,0,2,2,-1.0
Mississippi,Vanderbilt,2015-09-26,2015-16,1,0,27,16,43,W,11,Regular,4,24,42,57.1,321,1,42,151,3.6,2,3,3,100.0,2,3,66.7,9,0,2,2,15.071428571428571
Penn State,San Diego State,2015-09-26,2015-16,1,0,37,21,58,W,16,Regular,4,22,36,61.1,328,3,34,72,2.1,0,4,4,100.0,3,4,75.0,13,1,0,1,-1.0
Purdue,Bowling Green State,2015-09-26,2015-16,1,0,28,35,63,L,-7,Regular,4,30,40,75.0,349,2,38,77,2.0,2,4,4,100.0,0,2,0.0,4,0,1,1,-1.0
Rutgers,Kansas,2015-09-26,2015-16,1,0,27,14,41,W,13,Regular,4,18,25,72.0,201,2,58,312,5.4,2,3,3,100.0,0,1,0.0,3,1,2,3,-1.0
San Jose State,Fresno State,2015-09-26,2015-16,1,0,49,23,72,W,26,Regular,4,20,23,87.0,252,3,58,291,5.0,3,7,7,100.0,0,1,0.0,7,1,0,1,-1.0
Southern Methodist,James Madison,2015-09-26,2015-16,1,0,45,48,93,L,-3,Regular,4,18,30,60.0,262,1,44,232,5.3,5,6,6,100.0,1,1,100.0,9,2,0,2,-1.0
South Alabama,North Carolina State,2015-09-26,2015-16,1,0,13,63,76,L,-50,Regular,4,16,35,45.7,213,1,26,45,1.7,0,1,1,100.0,2,2,100.0,7,1,2,3,-1.0
South Carolina,Central Florida,2015-09-26,2015-16,1,0,31,14,45,W,17,Regular,4,12,25,48.0,184,2,43,216,5.0,1,2,2,100.0,3,4,75.0,11,1,0,1,-1.0
Syracuse,Louisiana State,2015-09-26,2015-16,1,0,24,34,58,L,-10,Regular,4,16,38,42.1,154,3,31,127,4.1,0,3,3,100.0,1,2,50.0,6,0,1,1,-1.0
Texas,Oklahoma State,2015-09-26,2015-16,1,0,27,30,57,L,-3,Regular,4,9,17,52.9,119,0,42,171,4.1,1,3,3,100.0,2,2,100.0,9,0,1,1,-1.0
Texas Tech,Texas Christian,2015-09-26,2015-16,1,0,52,55,107,L,-3,Regular,4,25,45,55.6,392,2,39,215,5.5,5,7,7,100.0,1,1,100.0,10,0,0,0,-1.0
Toledo,Arkansas State,2015-09-26,2015-16,1,0,37,7,44,W,30,Regular,4,25,52,48.1,308,0,46,169,3.7,3,4,4,100.0,3,3,100.0,13,0,1,1,21.25
Nevada-Las Vegas,Idaho State,2015-09-26,2015-16,1,0,80,8,88,W,72,Regular,4,10,15,66.7,109,4,54,517,9.6,6,11,11,100.0,1,2,50.0,14,0,0,0,-1.0
Texas-El Paso,Incarnate Word,2015-09-26,2015-16,1,0,27,17,44,W,10,Regular,4,20,28,71.4,275,2,31,81,2.6,0,3,3,100.0,2,2,100.0,9,0,0,0,-1.0
Texas-San Antonio,Colorado State,2015-09-26,2015-16,1,0,31,33,64,L,-2,Regular,4,9,18,50.0,153,1,34,279,8.2,3,4,4,100.0,1,1,100.0,7,0,1,1,-1.0
Wake Forest,Indiana,2015-09-26,2015-16,1,0,24,31,55,L,-7,Regular,4,20,48,41.7,264,1,32,99,3.1,2,3,3,100.0,1,1,100.0,6,0,1,1,-1.0
Washington,California,2015-09-26,2015-16,1,0,24,30,54,L,-6,Regular,4,17,28,60.7,152,0,27,107,4.0,2,3,3,100.0,1,1,100.0,6,3,2,5,-1.0
West Virginia,Maryland,2015-09-26,2015-16,1,0,45,6,51,W,39,Regular,3,23,37,62.2,297,4,59,304,5.2,2,6,6,100.0,1,3,33.3,9,1,1,2,21.0
Wisconsin,Hawaii,2015-09-26,2015-16,1,0,28,0,28,W,28,Regular,4,15,25,60.0,186,1,54,326,6.0,3,4,4,100.0,0,1,0.0,4,0,0,0,21.375
Oregon State,Stanford,2015-09-25,2015-16,1,0,24,42,66,L,-18,Regular,4,20,36,55.6,275,1,36,111,3.1,2,3,3,100.0,1,1,100.0,6,1,0,1,-1.0
Virginia,Boise State,2015-09-25,2015-16,1,0,14,56,70,L,-42,Regular,4,16,33,48.5,233,2,33,40,1.2,0,2,2,100.0,0,1,0.0,2,1,4,5,-1.0
Memphis,Cincinnati,2015-09-24,2015-16,1,0,53,46,99,W,7,Regular,4,24,36,66.7,412,2,37,158,4.3,4,6,6,100.0,1,1,100.0,9,1,0,1,20.166666666666668
Akron,Savannah State,2015-09-19,2015-16,1,0,52,9,61,W,43,Regular,3,18,33,54.5,335,2,47,291,6.2,5,7,7,100.0,1,2,50.0,10,0,2,2,-1.0
Alabama,Mississippi,2015-09-19,2015-16,1,0,37,43,80,L,-6,Regular,3,32,59,54.2,288,3,42,215,5.1,2,4,4,100.0,1,1,100.0,7,2,3,5,5.733333333333333
Arkansas,Texas Tech,2015-09-19,2015-16,1,0,24,35,59,L,-11,Regular,3,16,21,76.2,196,2,43,228,5.3,1,3,3,100.0,1,2,50.0,6,1,1,2,19.0
Army,Wake Forest,2015-09-19,2015-16,1,0,14,17,31,L,-3,Regular,3,2,3,66.7,54,0,54,186,3.4,2,2,2,100.0,0,1,0.0,2,0,0,0,-1.0
Bowling Green State,Memphis,2015-09-19,2015-16,1,0,41,44,85,L,-3,Regular,3,28,45,62.2,443,4,29,136,4.7,2,5,6,83.3,0,1,0.0,5,0,0,0,-1.0
Duke,Northwestern,2015-09-19,2015-16,1,0,10,19,29,L,-9,Regular,3,24,39,61.5,150,0,35,177,5.1,1,1,1,100.0,1,1,100.0,4,2,1,3,21.0
Eastern Michigan,Ball State,2015-09-19,2015-16,1,0,17,28,45,L,-11,Regular,3,19,39,48.7,196,0,22,123,5.6,2,2,2,100.0,1,2,50.0,5,0,2,2,-1.0
Florida International,North Carolina Central,2015-09-19,2015-16,1,0,39,14,53,W,25,Regular,3,22,36,61.1,242,3,46,248,5.4,2,3,5,60.0,2,2,100.0,9,1,1,2,-1.0
Fresno State,Utah,2015-09-19,2015-16,1,0,24,45,69,L,-21,Regular,3,17,35,48.6,241,3,29,124,4.3,0,3,3,100.0,1,1,100.0,6,2,0,2,-1.0
Georgia,South Carolina,2015-09-19,2015-16,1,0,52,20,72,W,32,Regular,3,24,25,96.0,330,3,38,246,6.5,4,7,7,100.0,1,1,100.0,10,1,0,1,12.75
Georgia Southern,Citadel,2015-09-19,2015-16,1,0,48,13,61,W,35,Regular,3,12,19,63.2,101,0,49,383,7.8,6,6,6,100.0,2,2,100.0,12,1,0,1,-1.0
Idaho,Wofford,2015-09-19,2015-16,1,0,41,38,79,W,3,Regular,3,25,34,73.5,334,1,43,198,4.6,3,5,5,100.0,2,2,100.0,11,0,2,2,-1.0
Indiana,Western Kentucky,2015-09-19,2015-16,1,0,38,35,73,W,3,Regular,3,20,27,74.1,355,3,59,284,4.8,1,5,5,100.0,1,1,100.0,8,1,0,1,-1.0
Iowa,Pittsburgh,2015-09-19,2015-16,1,0,27,24,51,W,3,Regular,3,27,40,67.5,258,0,29,105,3.6,3,3,3,100.0,2,2,100.0,9,0,1,1,10.0
Kansas State,Louisiana Tech,2015-09-19,2015-16,1,0,39,33,72,W,6,Regular,3,15,26,57.7,195,3,45,160,3.6,1,3,3,100.0,4,4,100.0,15,1,0,1,-1.0
Northwestern,Minnesota,2015-10-03,2015-16,1,0,27,0,27,W,27,Regular,5,14,19,73.7,128,0,51,184,3.6,2,3,3,100.0,2,3,66.7,9,0,0,0,18.3
Oklahoma,West Virginia,2015-10-03,2015-16,1,0,44,24,68,W,20,Regular,4,14,25,56.0,320,3,33,107,3.2,1,5,5,100.0,3,3,100.0,14,1,1,2,12.066666666666666
Oklahoma State,Kansas State,2015-10-03,2015-16,1,0,36,34,70,W,2,Regular,5,35,56,62.5,441,4,27,49,1.8,1,3,4,75.0,1,1,100.0,6,1,1,2,13.923076923076923
Penn State,Army,2015-10-03,2015-16,1,0,20,14,34,W,6,Regular,5,10,19,52.6,156,1,34,108,3.2,1,2,2,100.0,2,2,100.0,8,0,0,0,-1.0
Rice,Western Kentucky,2015-10-03,2015-16,1,0,10,49,59,L,-39,Regular,5,16,30,53.3,237,0,34,85,2.5,1,1,1,100.0,1,1,100.0,4,3,2,5,-1.0
San Diego State,Fresno State,2015-10-03,2015-16,1,0,21,7,28,W,14,Regular,5,5,12,41.7,104,2,60,305,5.1,1,3,3,100.0,0,2,0.0,3,1,0,1,-1.0
Southern Methodist,East Carolina,2015-10-03,2015-16,1,0,23,49,72,L,-26,Regular,5,20,38,52.6,289,3,30,40,1.3,0,2,2,100.0,1,1,100.0,5,0,0,0,-1.0
Stanford,Arizona,2015-10-03,2015-16,1,0,55,17,72,W,38,Regular,5,21,23,91.3,256,3,46,314,6.8,4,7,7,100.0,2,2,100.0,13,0,0,0,13.307692307692308
Tennessee,Arkansas,2015-10-03,2015-16,1,0,20,24,44,L,-4,Regular,5,20,37,54.1,232,0,33,133,4.0,1,2,2,100.0,2,3,66.7,8,0,0,0,23.666666666666668
Texas A&M,Mississippi State,2015-10-03,2015-16,1,0,30,17,47,W,13,Regular,5,25,41,61.0,322,2,45,194,4.3,1,3,3,100.0,3,4,75.0,12,0,0,0,16.0
Texas Christian,Texas,2015-10-03,2015-16,1,0,50,7,57,W,43,Regular,5,22,38,57.9,376,6,42,228,5.4,0,6,6,100.0,2,2,100.0,12,0,0,0,5.866666666666666
Troy,South Alabama,2015-10-03,2015-16,1,0,18,24,42,L,-6,Regular,4,16,35,45.7,146,1,33,119,3.6,1,1,1,100.0,1,1,100.0,4,0,3,3,-1.0
Tulane,Central Florida,2015-10-03,2015-16,1,0,45,31,76,W,14,Regular,4,17,29,58.6,225,5,44,170,3.9,1,6,6,100.0,1,1,100.0,9,1,0,1,-1.0
Tulsa,Houston,2015-10-03,2015-16,1,0,24,38,62,L,-14,Regular,4,26,45,57.8,326,0,43,130,3.0,3,3,3,100.0,1,3,33.3,6,1,1,2,-1.0
UCLA,Arizona State,2015-10-03,2015-16,1,0,23,38,61,L,-15,Regular,5,22,40,55.0,280,2,28,62,2.2,1,2,2,100.0,1,1,100.0,5,0,1,1,16.90909090909091
Utah State,Colorado State,2015-10-03,2015-16,1,0,33,18,51,W,15,Regular,4,12,21,57.1,137,1,45,298,6.6,2,3,3,100.0,4,4,100.0,15,0,0,0,-1.0
Virginia Tech,Pittsburgh,2015-10-03,2015-16,1,0,13,17,30,L,-4,Regular,5,9,20,45.0,91,1,33,9,0.3,0,1,1,100.0,2,2,100.0,7,0,3,3,-1.0
Wake Forest,Florida State,2015-10-03,2015-16,1,0,16,24,40,L,-8,Regular,5,27,43,62.8,215,1,36,142,3.9,0,1,1,100.0,3,3,100.0,10,1,1,2,-1.0
Brigham Young,Connecticut,2015-10-02,2015-16,1,0,30,13,43,W,17,Regular,5,35,54,64.8,365,2,41,174,4.2,1,3,3,100.0,3,5,60.0,12,1,2,3,22.0
South Florida,Memphis,2015-10-02,2015-16,1,0,17,24,41,L,-7,Regular,4,17,26,65.4,199,1,43,178,4.1,1,2,2,100.0,1,1,100.0,5,0,1,1,-1.0
Cincinnati,Miami (FL),2015-10-01,2015-16,1,0,34,23,57,W,11,Regular,5,22,33,66.7,279,2,34,167,4.9,2,4,4,100.0,2,2,100.0,10,0,1,1,-1.0
Alabama,Louisiana-Monroe,2015-09-26,2015-16,1,0,34,0,34,W,34,Regular,4,18,32,56.3,166,3,35,137,3.9,1,4,4,100.0,2,2,100.0,10,0,1,1,5.733333333333333
Arizona,UCLA,2015-09-26,2015-16,1,0,30,56,86,L,-26,Regular,4,10,28,35.7,115,2,59,353,6.0,2,3,4,75.0,1,2,50.0,6,2,1,3,19.25
Arizona State,Southern California,2015-09-26,2015-16,1,0,14,42,56,L,-28,Regular,4,23,44,52.3,272,0,35,182,5.2,2,2,2,100.0,0,2,0.0,2,3,1,4,16.0
Boston College,Northern Illinois,2015-09-26,2015-16,1,0,17,14,31,W,3,Regular,4,5,14,35.7,92,1,63,234,3.7,1,2,2,100.0,1,1,100.0,5,0,1,1,-1.0
Buffalo,Nevada,2015-09-26,2015-16,1,0,21,24,45,L,-3,Regular,4,28,46,60.9,338,2,35,149,4.3,0,1,1,100.0,2,2,100.0,7,1,2,3,-1.0
Colorado,Nicholls State,2015-09-26,2015-16,1,0,48,0,48,W,48,Regular,4,18,31,58.1,278,1,62,358,5.8,5,6,6,100.0,2,3,66.7,12,1,0,1,-1.0
Connecticut,Navy,2015-09-26,2015-16,1,0,18,28,46,L,-10,Regular,4,19,32,59.4,219,2,31,106,3.4,0,1,1,100.0,1,1,100.0,4,1,0,1,-1.0
Eastern Michigan,Army,2015-09-26,2015-16,1,0,36,58,94,L,-22,Regular,4,27,39,69.2,280,2,25,193,7.7,3,3,3,100.0,1,1,100.0,6,1,1,2,-1.0
Georgia,Southern,2015-09-26,2015-16,1,0,48,6,54,W,42,Regular,4,20,24,83.3,271,2,33,261,7.9,4,6,6,100.0,2,3,66.7,12,1,0,1,12.75
Houston,Texas State,2015-09-26,2015-16,1,0,59,14,73,W,45,Regular,3,18,24,75.0,323,4,54,366,6.8,3,8,8,100.0,1,1,100.0,11,0,0,0,18.25
Idaho,Georgia Southern,2015-09-26,2015-16,1,0,20,44,64,L,-24,Regular,4,20,36,55.6,284,2,34,111,3.3,0,2,2,100.0,2,2,100.0,8,0,2,2,-1.0
Illinois,Middle Tennessee State,2015-09-26,2015-16,1,0,27,25,52,W,2,Regular,4,29,49,59.2,238,1,39,140,3.6,1,3,3,100.0,2,3,66.7,9,0,0,0,-1.0
Kent State,Marshall,2015-09-26,2015-16,1,0,29,36,65,L,-7,Regular,4,13,34,38.2,189,2,55,247,4.5,2,2,2,100.0,1,1,100.0,5,1,0,1,-1.0
Louisiana Tech,Florida International,2015-09-26,2015-16,1,0,27,17,44,W,10,Regular,4,18,32,56.3,226,1,42,246,5.9,2,3,3,100.0,2,3,66.7,9,0,0,0,-1.0
Louisville,Samford,2015-09-26,2015-16,1,0,45,3,48,W,42,Regular,4,18,28,64.3,274,2,46,288,6.3,4,6,6,100.0,1,1,100.0,9,0,2,2,-1.0
South Florida,Syracuse,2015-10-10,2015-16,1,0,45,24,69,W,21,Regular,5,15,22,68.2,259,2,47,281,6.0,4,6,6,100.0,1,2,50.0,9,1,0,1,-1.0
Tennessee,Georgia,2015-10-10,2015-16,1,0,38,31,69,W,7,Regular,6,25,42,59.5,312,3,48,207,4.3,2,5,5,100.0,1,1,100.0,8,1,1,2,23.666666666666668
Texas Tech,Iowa State,2015-10-10,2015-16,1,0,66,31,97,W,35,Regular,6,39,56,69.6,515,6,31,261,8.4,3,9,9,100.0,1,1,100.0,12,0,0,0,-1.0
Toledo,Kent State,2015-10-10,2015-16,1,0,38,7,45,W,31,Regular,6,20,33,60.6,230,2,46,288,6.3,3,5,5,100.0,1,3,33.3,8,1,0,1,21.25
Tulsa,Louisiana-Monroe,2015-10-10,2015-16,1,0,34,24,58,W,10,Regular,5,28,45,62.2,341,2,62,222,3.6,2,4,4,100.0,2,5,40.0,10,0,0,0,-1.0
Central Florida,Connecticut,2015-10-10,2015-16,1,0,13,40,53,L,-27,Regular,6,27,50,54.0,255,1,14,60,4.3,0,1,1,100.0,2,2,100.0,7,1,3,4,-1.0
Nevada-Las Vegas,San Jose State,2015-10-10,2015-16,1,0,27,33,60,L,-6,Regular,6,15,30,50.0,217,2,48,186,3.9,1,3,3,100.0,2,3,66.7,9,0,2,2,-1.0
Utah,California,2015-10-10,2015-16,1,0,30,24,54,W,6,Regular,5,16,26,61.5,170,1,51,265,5.2,2,3,3,100.0,3,4,75.0,12,1,2,3,15.857142857142858
Texas-San Antonio,Louisiana Tech,2015-10-10,2015-16,1,0,31,34,65,L,-3,Regular,6,18,27,66.7,227,4,39,73,1.9,0,4,4,100.0,1,1,100.0,7,0,2,2,-1.0
West Virginia,Oklahoma State,2015-10-10,2015-16,1,0,26,33,59,L,-7,Regular,5,18,37,48.6,188,1,61,255,4.2,2,3,3,100.0,1,1,100.0,6,3,1,4,21.0
Western Kentucky,Middle Tennessee State,2015-10-10,2015-16,1,0,58,28,86,W,30,Regular,6,29,37,78.4,428,6,40,165,4.1,1,7,7,100.0,3,3,100.0,16,1,1,2,-1.0
Western Michigan,Central Michigan,2015-10-10,2015-16,1,0,41,39,80,W,2,Regular,5,15,22,68.2,262,4,41,215,5.2,1,5,5,100.0,2,3,66.7,11,1,0,1,-1.0
Marshall,Southern Mississippi,2015-10-09,2015-16,1,0,31,10,41,W,21,Regular,6,11,21,52.4,163,2,35,114,3.3,1,4,4,100.0,1,1,100.0,7,0,1,1,-1.0
Appalachian State,Wyoming,2015-10-03,2015-16,1,0,31,13,44,W,18,Regular,4,3,12,25.0,65,1,34,249,7.3,2,4,4,100.0,1,1,100.0,7,0,1,1,-1.0
Auburn,San Jose State,2015-10-03,2015-16,1,0,35,21,56,W,14,Regular,5,6,10,60.0,108,0,48,234,4.9,5,5,5,100.0,0,2,0.0,5,0,0,0,13.5
Ball State,Toledo,2015-10-03,2015-16,1,0,10,24,34,L,-14,Regular,5,23,37,62.2,236,1,30,26,0.9,0,1,1,100.0,1,2,50.0,4,1,0,1,-1.0
Boise State,Hawaii,2015-10-03,2015-16,1,0,55,0,55,W,55,Regular,5,20,29,69.0,275,3,59,279,4.7,4,7,7,100.0,2,2,100.0,13,0,0,0,22.5
Buffalo,Bowling Green State,2015-10-03,2015-16,1,0,22,28,50,L,-6,Regular,5,35,59,59.3,348,1,37,152,4.1,1,1,2,50.0,3,3,100.0,10,0,1,1,-1.0
Central Michigan,Northern Illinois,2015-10-03,2015-16,1,0,29,19,48,W,10,Regular,5,16,32,50.0,182,2,34,93,2.7,1,2,2,100.0,3,4,75.0,11,0,1,1,-1.0
Clemson,Notre Dame,2015-10-03,2015-16,1,0,24,22,46,W,2,Regular,4,11,22,50.0,97,2,42,199,4.7,1,3,3,100.0,1,2,50.0,6,0,1,1,5.933333333333334
Colorado,Oregon,2015-10-03,2015-16,1,0,24,41,65,L,-17,Regular,5,25,42,59.5,231,1,36,77,2.1,2,3,3,100.0,1,1,100.0,6,2,1,3,-1.0
Florida,Mississippi,2015-10-03,2015-16,1,0,38,10,48,W,28,Regular,5,24,29,82.8,271,4,34,84,2.5,1,2,3,66.7,2,2,100.0,8,0,0,0,13.181818181818182
Georgia,Alabama,2015-10-03,2015-16,1,0,10,38,48,L,-28,Regular,5,11,31,35.5,106,0,38,193,5.1,1,1,1,100.0,1,1,100.0,4,1,3,4,12.75
Georgia State,Liberty,2015-10-03,2015-16,1,0,33,41,74,L,-8,Regular,4,18,29,62.1,394,3,14,11,0.8,1,3,3,100.0,2,2,100.0,9,0,1,1,-1.0
Georgia Tech,North Carolina,2015-10-03,2015-16,1,0,31,38,69,L,-7,Regular,5,12,21,57.1,162,1,59,255,4.3,3,4,4,100.0,1,1,100.0,7,1,1,2,17.25
Illinois,Nebraska,2015-10-03,2015-16,1,0,14,13,27,W,1,Regular,5,23,45,51.1,251,2,32,131,4.1,0,2,2,100.0,0,2,0.0,2,0,0,0,-1.0
Indiana,Ohio State,2015-10-03,2015-16,1,0,27,34,61,L,-7,Regular,5,17,36,47.2,226,0,55,176,3.2,3,3,3,100.0,2,2,100.0,9,0,0,0,-1.0
Iowa State,Kansas,2015-10-03,2015-16,1,0,38,13,51,W,25,Regular,4,27,37,73.0,269,2,37,243,6.6,3,5,5,100.0,1,2,50.0,8,0,2,2,-1.0
Kent State,Miami (OH),2015-10-03,2015-16,1,0,20,14,34,W,6,Regular,5,12,21,57.1,136,1,41,214,5.2,1,2,2,100.0,2,2,100.0,8,1,0,1,-1.0
Louisiana-Monroe,Georgia Southern,2015-10-03,2015-16,1,0,31,51,82,L,-20,Regular,4,21,36,58.3,232,3,26,47,1.8,0,4,4,100.0,1,1,100.0,7,0,3,3,-1.0
Louisiana State,Eastern Michigan,2015-10-03,2015-16,1,0,44,22,66,W,22,Regular,5,4,14,28.6,80,0,50,391,7.8,4,5,5,100.0,3,3,100.0,14,1,0,1,10.785714285714286
Marshall,Old Dominion,2015-10-03,2015-16,1,0,27,7,34,W,20,Regular,5,21,35,60.0,212,2,40,112,2.8,1,3,3,100.0,2,2,100.0,9,2,0,2,-1.0
Massachusetts,Florida International,2015-10-03,2015-16,1,0,24,14,38,W,10,Regular,4,32,43,74.4,363,3,39,132,3.4,0,3,3,100.0,1,2,50.0,6,2,0,2,-1.0
Michigan State,Purdue,2015-10-03,2015-16,1,0,24,21,45,W,3,Regular,5,13,19,68.4,139,1,47,267,5.7,2,3,3,100.0,1,2,50.0,6,0,0,0,5.333333333333333
Middle Tennessee State,Vanderbilt,2015-10-03,2015-16,1,0,13,17,30,L,-4,Regular,5,32,51,62.7,286,1,23,34,1.5,0,1,1,100.0,2,2,100.0,7,2,0,2,-1.0
Missouri,South Carolina,2015-10-03,2015-16,1,0,24,10,34,W,14,Regular,5,21,28,75.0,136,2,42,163,3.9,1,3,3,100.0,1,1,100.0,6,0,0,0,21.75
Navy,Air Force,2015-10-03,2015-16,1,0,33,11,44,W,22,Regular,4,4,10,40.0,117,1,51,270,5.3,3,3,4,75.0,2,2,100.0,9,0,0,0,20.0
Nevada,Nevada-Las Vegas,2015-10-03,2015-16,1,0,17,23,40,L,-6,Regular,5,20,44,45.5,202,1,35,141,4.0,1,2,2,100.0,1,1,100.0,5,0,1,1,-1.0
New Mexico,New Mexico State,2015-10-03,2015-16,1,0,38,29,67,W,9,Regular,5,5,17,29.4,45,0,61,401,6.6,4,4,4,100.0,0,2,0.0,4,1,1,2,-1.0
Washington,Oregon,2015-10-17,2015-16,1,0,20,26,46,L,-6,Regular,6,20,32,62.5,205,1,30,180,6.0,1,2,2,100.0,2,2,100.0,8,0,1,1,-1.0
Washington State,Oregon State,2015-10-17,2015-16,1,0,52,31,83,W,21,Regular,6,40,52,76.9,409,6,22,111,5.0,0,7,7,100.0,1,1,100.0,10,1,2,3,21.5
Wisconsin,Purdue,2015-10-17,2015-16,1,0,24,7,31,W,17,Regular,7,30,39,76.9,322,0,37,96,2.6,3,3,3,100.0,1,2,50.0,6,0,1,1,21.375
Wyoming,Nevada,2015-10-17,2015-16,1,0,28,21,49,W,7,Regular,7,18,20,90.0,213,3,51,272,5.3,1,4,4,100.0,0,2,0.0,4,0,0,0,-1.0
Brigham Young,Cincinnati,2015-10-16,2015-16,1,0,38,24,62,W,14,Regular,7,19,32,59.4,252,2,29,197,6.8,3,5,5,100.0,1,1,100.0,8,0,1,1,22.0
Fresno State,Nevada-Las Vegas,2015-10-16,2015-16,1,0,31,28,59,W,3,Regular,7,19,31,61.3,193,0,38,217,5.7,4,2,2,100.0,1,3,33.3,5,1,0,1,-1.0
Utah State,Boise State,2015-10-16,2015-16,1,0,52,26,78,W,26,Regular,6,17,24,70.8,157,3,43,177,4.1,3,7,7,100.0,1,1,100.0,10,1,0,1,-1.0
Kentucky,Auburn,2015-10-15,2015-16,1,0,27,30,57,L,-3,Regular,6,27,44,61.4,359,0,33,138,4.2,3,3,3,100.0,2,2,100.0,9,0,1,1,-1.0
South Alabama,Arkansas State,2015-10-13,2015-16,1,0,31,49,80,L,-18,Regular,6,18,33,54.5,273,3,32,29,0.9,1,4,4,100.0,1,1,100.0,7,2,3,5,-1.0
