School,Opponent,Date,Season,AtHome,NeutralLocation,Score,OppScore,Total,Outcome,Spread,Season.Type,GameNumber,PassCmp,PassAtt,PassPct,PassYds,PassTD,RushAtt,RushYds,RushAvg,RushTD,XPM,XPA,XPPercent,FGM,FGA,FGPercent,KickPts,Fum,Int,TotalTO,SeasonRanking,OppSeasonRanking,RankDiff,OppPassCmp,OppPassAtt,OppPassPct,OppPassYds,OppPassTD,OppRushAtt,OppRushYds,OppRushAvg,OppRushTD,OppXPM,OppXPA,OppXPPercent,OppFGM,OppFGA,OppFGPercent,OppKickPts,OppFum,OppInt,OppTotalTO
Texas,Texas Tech,2015-11-26,2015-16,1,0,45,48,93,L,-3,Regular,11,11,23,47.8,64,0,48,403,8.4,6,6,6,100.0,1,1,100.0,9,1,1,2,26.0,26.0,0.0,22.0,39.0,56.4,372.0,1.0,51.0,293.0,5.7,5.0,6.0,6.0,100.0,2.0,2.0,100.0,12.0,3.0,1.0,4.0
Arizona State,Arizona,2015-11-21,2015-16,1,0,52,37,89,W,15,Regular,11,21,32,65.6,315,2,48,250,5.2,3,7,7,100.0,1,1,100.0,10,1,1,2,16.0,19.25,-3.25,20.0,43.0,46.5,340.0,2.0,34.0,109.0,3.2,1.0,4.0,4.0,100.0,3.0,3.0,100.0,13.0,1.0,2.0,3.0
Arkansas,Mississippi State,2015-11-21,2015-16,1,0,50,51,101,L,-1,Regular,11,30,43,69.8,406,7,29,73,2.5,0,6,6,100.0,0,1,0.0,6,0,0,0,19.0,22.8,-3.8000000000000007,38.0,51.0,74.5,508.0,5.0,35.0,123.0,3.5,2.0,6.0,7.0,85.7,1.0,1.0,100.0,9.0,2.0,1.0,3.0
Army,Rutgers,2015-11-21,2015-16,1,0,21,31,52,L,-10,Regular,11,4,6,66.7,140,1,52,261,5.0,2,3,3,100.0,0,1,0.0,3,1,1,2,26.0,26.0,0.0,13.0,21.0,61.9,105.0,0.0,39.0,254.0,6.5,4.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,0.0,0.0,0.0
Brigham Young,Fresno State,2015-11-21,2015-16,1,0,52,10,62,W,42,Regular,11,26,39,66.7,362,2,34,158,4.6,4,5,6,83.3,1,1,100.0,8,2,0,2,22.0,26.0,-4.0,18.0,48.0,37.5,190.0,0.0,30.0,85.0,2.8,1.0,1.0,1.0,100.0,1.0,2.0,50.0,4.0,0.0,3.0,3.0
Connecticut,Houston,2015-11-21,2015-16,1,0,20,17,37,W,3,Regular,11,14,24,58.3,159,2,43,156,3.6,0,2,2,100.0,2,2,100.0,8,0,0,0,26.0,18.375,7.625,17.0,31.0,54.8,208.0,1.0,33.0,110.0,3.3,0.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,2.0,2.0,4.0
Florida,Florida Atlantic,2015-11-21,2015-16,1,0,20,14,34,W,6,Regular,11,8,17,47.1,122,2,43,143,3.3,1,2,3,66.7,0,2,0.0,2,1,1,2,13.454545454545455,26.0,-12.545454545454545,20.0,39.0,51.3,159.0,1.0,45.0,140.0,3.1,0.0,2.0,2.0,100.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0
Georgia,Georgia Southern,2015-11-21,2015-16,1,0,23,17,40,W,6,Regular,11,16,25,64.0,183,1,28,106,3.8,2,2,2,100.0,1,2,50.0,5,2,0,2,12.75,26.0,-13.25,4.0,7.0,57.1,44.0,0.0,49.0,227.0,4.6,1.0,2.0,2.0,100.0,1.0,2.0,50.0,5.0,1.0,0.0,1.0
Georgia State,South Alabama,2015-11-21,2015-16,1,0,24,10,34,W,14,Regular,10,27,44,61.4,311,1,34,73,2.1,2,3,3,100.0,1,1,100.0,6,0,0,0,26.0,26.0,0.0,14.0,34.0,41.2,125.0,0.0,34.0,159.0,4.7,1.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,0.0,1.0,1.0
Kentucky,Charlotte,2015-11-21,2015-16,1,0,58,10,68,W,48,Regular,11,16,29,55.2,129,0,44,415,9.4,6,7,7,100.0,3,3,100.0,16,1,0,1,26.0,26.0,0.0,11.0,25.0,44.0,87.0,1.0,48.0,146.0,3.0,0.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,1.0,2.0,3.0
Massachusetts,Miami (OH),2015-11-21,2015-16,1,0,13,20,33,L,-7,Regular,11,17,34,50.0,181,0,30,69,2.3,1,1,1,100.0,2,2,100.0,7,0,1,1,26.0,26.0,0.0,12.0,23.0,52.2,160.0,1.0,46.0,139.0,3.0,1.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,1.0,0.0,1.0
Middle Tennessee State,North Texas,2015-11-21,2015-16,1,0,41,7,48,W,34,Regular,11,30,41,73.2,329,3,39,165,4.2,2,5,5,100.0,2,3,66.7,11,1,1,2,26.0,26.0,0.0,17.0,28.0,60.7,133.0,0.0,39.0,191.0,4.9,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0
Minnesota,Illinois,2015-11-21,2015-16,1,0,32,23,55,W,9,Regular,11,15,26,57.7,88,1,32,255,8.0,3,3,3,100.0,1,1,100.0,6,1,0,1,26.0,26.0,0.0,34.0,48.0,70.8,279.0,2.0,35.0,154.0,4.4,0.0,2.0,2.0,100.0,3.0,3.0,100.0,11.0,2.0,1.0,3.0
New Mexico,Colorado State,2015-11-21,2015-16,1,0,21,28,49,L,-7,Regular,11,4,10,40.0,58,0,50,268,5.4,3,3,3,100.0,0,1,0.0,3,0,3,3,26.0,26.0,0.0,16.0,23.0,69.6,264.0,1.0,45.0,221.0,4.9,2.0,2.0,2.0,100.0,2.0,4.0,50.0,8.0,0.0,0.0,0.0
North Carolina State,Syracuse,2015-11-21,2015-16,1,0,42,29,71,W,13,Regular,11,21,34,61.8,235,2,47,276,5.9,3,6,6,100.0,0,1,0.0,6,1,1,2,26.0,26.0,0.0,10.0,21.0,47.6,152.0,2.0,32.0,140.0,4.4,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,1.0,1.0,2.0
San Diego State,Air Force,2015-12-05,2015-16,1,0,27,24,51,W,3,Regular,13,9,14,64.3,203,1,46,233,5.1,2,3,3,100.0,2,2,100.0,9,1,0,1,26.0,26.0,0.0,5.0,11.0,45.5,35.0,0.0,46.0,305.0,6.6,3.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,0.0,0.0,0.0
South Alabama,Appalachian State,2015-12-05,2015-16,1,0,27,34,61,L,-7,Regular,12,15,27,55.6,151,0,56,214,3.8,3,3,3,100.0,2,2,100.0,9,0,3,3,26.0,26.0,0.0,15.0,22.0,68.2,163.0,2.0,36.0,301.0,8.4,2.0,4.0,4.0,100.0,2.0,2.0,100.0,10.0,3.0,1.0,4.0
Auburn,Alabama,2015-11-28,2015-16,1,0,13,29,42,L,-16,Regular,12,10,23,43.5,169,1,37,91,2.5,0,1,1,100.0,2,3,66.7,7,1,0,1,13.5,5.733333333333333,7.766666666666667,17.0,26.0,65.4,179.0,1.0,50.0,286.0,5.7,1.0,2.0,2.0,100.0,5.0,5.0,100.0,17.0,0.0,0.0,0.0
California,Arizona State,2015-11-28,2015-16,1,0,48,46,94,W,2,Regular,12,30,51,58.8,542,5,22,138,6.3,1,4,4,100.0,2,2,100.0,10,1,0,1,22.0,16.0,6.0,27.0,43.0,62.8,395.0,4.0,52.0,191.0,3.7,0.0,4.0,4.0,100.0,6.0,6.0,100.0,22.0,0.0,0.0,0.0
East Carolina,Cincinnati,2015-11-28,2015-16,1,0,16,19,35,L,-3,Regular,12,34,51,66.7,317,2,18,68,3.8,0,1,2,50.0,1,1,100.0,4,0,0,0,26.0,26.0,0.0,30.0,47.0,63.8,270.0,1.0,43.0,157.0,3.7,1.0,1.0,2.0,50.0,2.0,3.0,66.7,7.0,0.0,1.0,1.0
Fresno State,Colorado State,2015-11-28,2015-16,1,0,31,34,65,L,-3,Regular,12,19,33,57.6,182,0,45,216,4.8,4,4,4,100.0,1,1,100.0,7,0,0,0,26.0,26.0,0.0,11.0,21.0,52.4,85.0,1.0,40.0,261.0,6.5,1.0,4.0,5.0,80.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0
Georgia Southern,South Alabama,2015-11-28,2015-16,1,0,55,17,72,W,38,Regular,11,4,7,57.1,53,1,56,489,8.7,6,7,7,100.0,2,2,100.0,13,2,0,2,26.0,26.0,0.0,7.0,19.0,36.8,62.0,0.0,36.0,74.0,2.1,1.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,2.0,2.0
Georgia Tech,Georgia,2015-11-28,2015-16,1,0,7,13,20,L,-6,Regular,12,6,18,33.3,82,1,41,194,4.7,0,1,1,100.0,0,1,0.0,1,1,2,3,17.25,12.75,4.5,18.0,25.0,72.0,224.0,0.0,34.0,178.0,5.2,1.0,1.0,1.0,100.0,2.0,3.0,66.7,7.0,0.0,0.0,0.0
Idaho,Texas State,2015-11-28,2015-16,1,0,38,31,69,W,7,Regular,12,21,31,67.7,309,2,43,199,4.6,3,5,5,100.0,1,2,50.0,8,2,0,2,26.0,26.0,0.0,24.0,43.0,55.8,312.0,2.0,40.0,191.0,4.8,2.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,1.0,2.0
Kentucky,Louisville,2015-11-28,2015-16,1,0,24,38,62,L,-14,Regular,12,9,26,34.6,199,0,37,92,2.5,2,3,3,100.0,1,2,50.0,6,1,1,2,26.0,26.0,0.0,10.0,26.0,38.5,175.0,1.0,40.0,314.0,7.9,4.0,5.0,5.0,100.0,1.0,1.0,100.0,8.0,0.0,3.0,3.0
Louisiana Tech,Southern Mississippi,2015-11-28,2015-16,1,0,24,58,82,L,-34,Regular,12,32,51,62.7,407,3,23,-2,-0.1,0,3,3,100.0,1,1,100.0,6,3,4,7,26.0,26.0,0.0,24.0,37.0,64.9,386.0,3.0,36.0,169.0,4.7,4.0,7.0,8.0,87.5,1.0,1.0,100.0,10.0,0.0,1.0,1.0
Louisiana State,Texas A&M,2015-11-28,2015-16,1,0,19,7,26,W,12,Regular,12,7,21,33.3,83,0,47,244,5.2,2,1,1,100.0,2,5,40.0,7,0,1,1,10.642857142857142,16.0,-5.357142857142858,15.0,31.0,48.4,161.0,1.0,33.0,89.0,2.7,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0
Mississippi State,Mississippi,2015-11-28,2015-16,1,0,27,38,65,L,-11,Regular,12,31,42,73.8,254,2,34,148,4.4,1,3,3,100.0,2,2,100.0,9,1,1,2,22.8,14.785714285714286,8.014285714285714,21.0,30.0,70.0,236.0,2.0,37.0,243.0,6.6,2.0,5.0,5.0,100.0,1.0,3.0,33.3,8.0,0.0,0.0,0.0
North Carolina State,North Carolina,2015-11-28,2015-16,1,0,34,45,79,L,-11,Regular,12,17,37,45.9,206,2,52,308,5.9,2,2,2,100.0,2,2,100.0,8,0,1,1,26.0,13.5,12.5,20.0,31.0,64.5,179.0,2.0,41.0,374.0,9.1,4.0,6.0,6.0,100.0,1.0,2.0,50.0,9.0,2.0,1.0,3.0
Oklahoma State,Oklahoma,2015-11-28,2015-16,1,0,23,58,81,L,-35,Regular,12,25,45,55.6,325,2,29,132,4.6,0,2,2,100.0,3,3,100.0,11,0,2,2,14.153846153846153,12.0,2.1538461538461533,17.0,25.0,68.0,180.0,2.0,42.0,344.0,8.2,5.0,7.0,8.0,87.5,1.0,2.0,50.0,10.0,0.0,0.0,0.0
Old Dominion,Florida Atlantic,2015-11-28,2015-16,1,0,38,34,72,L,4,Regular,12,24,42,57.1,287,3,24,38,1.6,1,4,4,100.0,1,1,100.0,7,1,0,1,26.0,26.0,0.0,17.0,35.0,48.6,188.0,0.0,54.0,248.0,4.6,3.0,3.0,3.0,100.0,4.0,5.0,80.0,15.0,0.0,2.0,2.0
Rice,Charlotte,2015-11-28,2015-16,1,0,27,7,34,W,20,Regular,12,15,26,57.7,126,1,61,307,5.0,2,3,3,100.0,2,3,66.7,9,0,1,1,26.0,26.0,0.0,14.0,26.0,53.8,158.0,1.0,32.0,127.0,4.0,0.0,1.0,1.0,100.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
Rutgers,Maryland,2015-11-28,2015-16,1,0,41,46,87,L,-5,Regular,12,21,33,63.6,344,4,47,186,4.0,1,5,5,100.0,2,2,100.0,11,0,1,1,26.0,26.0,0.0,19.0,38.0,50.0,255.0,0.0,42.0,401.0,9.5,6.0,4.0,4.0,100.0,2.0,3.0,66.7,10.0,0.0,1.0,1.0
South Carolina,Clemson,2015-11-28,2015-16,1,0,32,37,69,L,-5,Regular,12,14,30,46.7,221,3,38,181,4.8,1,3,3,100.0,1,2,50.0,6,0,1,1,26.0,5.933333333333334,20.066666666666666,20.0,27.0,74.1,279.0,1.0,47.0,236.0,5.0,4.0,4.0,5.0,80.0,1.0,1.0,100.0,7.0,3.0,0.0,3.0
Stanford,Notre Dame,2015-11-28,2015-16,1,0,38,36,74,W,2,Regular,12,17,21,81.0,269,4,43,153,3.6,1,5,5,100.0,1,1,100.0,8,0,0,0,13.307692307692308,8.933333333333334,4.374358974358975,13.0,25.0,52.0,234.0,1.0,35.0,299.0,8.5,2.0,3.0,3.0,100.0,3.0,3.0,100.0,12.0,1.0,0.0,1.0
Syracuse,Boston College,2015-11-28,2015-16,1,0,20,17,37,W,3,Regular,12,12,27,44.4,88,1,45,155,3.4,1,2,2,100.0,2,2,100.0,8,1,0,1,26.0,26.0,0.0,1.0,13.0,7.7,9.0,0.0,40.0,230.0,5.8,2.0,2.0,2.0,100.0,1.0,1.0,100.0,5.0,0.0,2.0,2.0
Southern California,UCLA,2015-11-28,2015-16,1,0,40,21,61,W,19,Regular,12,15,26,57.7,175,2,59,235,4.0,1,4,4,100.0,2,2,100.0,10,0,0,0,16.333333333333332,16.90909090909091,-0.5757575757575779,19.0,37.0,51.4,227.0,1.0,29.0,140.0,4.8,2.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0
Utah,Colorado,2015-11-28,2015-16,1,0,20,14,34,W,6,Regular,12,10,26,38.5,108,1,50,216,4.3,1,2,2,100.0,2,2,100.0,8,2,1,3,16.142857142857142,26.0,-9.857142857142858,19.0,38.0,50.0,258.0,2.0,33.0,49.0,1.5,0.0,2.0,2.0,100.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0
Utah State,Brigham Young,2015-11-28,2015-16,1,0,28,51,79,L,-23,Regular,12,20,45,44.4,243,1,43,202,4.7,3,4,4,100.0,0,3,0.0,4,2,0,2,26.0,22.0,4.0,16.0,30.0,53.3,284.0,4.0,31.0,74.0,2.4,2.0,6.0,7.0,85.7,1.0,1.0,100.0,9.0,0.0,0.0,0.0
Virginia,Virginia Tech,2015-11-28,2015-16,1,0,20,23,43,L,-3,Regular,12,18,38,47.4,171,1,40,262,6.6,1,2,2,100.0,2,3,66.7,8,0,2,2,26.0,26.0,0.0,15.0,29.0,51.7,237.0,2.0,30.0,67.0,2.2,0.0,2.0,2.0,100.0,3.0,3.0,100.0,11.0,0.0,1.0,1.0
Wake Forest,Duke,2015-11-28,2015-16,1,0,21,27,48,L,-6,Regular,12,23,35,65.7,338,2,23,112,4.9,1,3,3,100.0,0,1,0.0,3,1,2,3,26.0,21.0,5.0,27.0,41.0,65.9,280.0,2.0,48.0,151.0,3.1,1.0,3.0,3.0,100.0,2.0,3.0,66.7,9.0,0.0,0.0,0.0
Arkansas State,Texas State,2015-12-05,2015-16,1,0,55,17,72,W,38,Regular,12,12,16,75.0,192,2,46,353,7.7,5,7,8,87.5,0,1,0.0,7,1,0,1,26.0,26.0,0.0,19.0,32.0,59.4,227.0,0.0,43.0,174.0,4.0,2.0,2.0,2.0,100.0,1.0,2.0,50.0,5.0,1.0,2.0,3.0
Baylor,Texas,2015-12-05,2015-16,1,0,17,23,40,L,-6,Regular,12,13,28,46.4,84,0,66,395,6.0,2,2,2,100.0,1,3,33.3,5,2,2,4,5.466666666666667,26.0,-20.53333333333333,12.0,21.0,57.1,151.0,1.0,42.0,156.0,3.7,1.0,2.0,2.0,100.0,3.0,4.0,75.0,11.0,0.0,0.0,0.0
Houston,Temple,2015-12-05,2015-16,1,0,24,13,37,W,11,Regular,13,12,22,54.5,106,0,40,233,5.8,3,3,3,100.0,1,1,100.0,6,0,0,0,18.375,22.857142857142858,-4.482142857142858,26.0,44.0,59.1,287.0,1.0,27.0,98.0,3.6,0.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,1.0,1.0,2.0
Kansas State,West Virginia,2015-12-05,2015-16,1,0,24,23,47,W,1,Regular,12,10,31,32.3,206,1,49,98,2.0,1,3,3,100.0,1,1,100.0,6,0,2,2,26.0,21.0,5.0,19.0,42.0,45.2,281.0,1.0,42.0,166.0,4.0,1.0,2.0,2.0,100.0,3.0,4.0,75.0,11.0,1.0,0.0,1.0
Louisiana-Monroe,New Mexico State,2015-12-05,2015-16,1,0,42,35,77,W,7,Regular,13,9,26,34.6,239,5,43,64,1.5,0,6,6,100.0,0,2,0.0,6,1,2,3,26.0,26.0,0.0,23.0,36.0,63.9,308.0,2.0,52.0,89.0,1.7,2.0,5.0,5.0,100.0,0.0,1.0,0.0,5.0,2.0,2.0,4.0
Stanford,Kansas State,2016-09-02,2016-17,1,0,26,13,39,W,13,Regular,1,15,19,78.9,167,1,30,105,3.5,2,3,3,100.0,1,1,100.0,6,1,0,1,12.9,26.0,-13.1,19.0,41.0,46.3,243.0,1.0,32.0,92.0,2.9,0.0,1.0,1.0,100.0,2.0,3.0,66.7,7.0,0.0,2.0,2.0
Temple,Army,2016-09-02,2016-17,1,0,13,28,41,L,-15,Regular,1,12,26,46.2,168,0,28,83,3.0,1,1,1,100.0,2,2,100.0,7,0,3,3,24.0,26.0,-2.0,2.0,5.0,40.0,15.0,0.0,67.0,329.0,4.9,4.0,4.0,4.0,100.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
Florida International,Indiana,2016-09-01,2016-17,1,0,13,34,47,L,-21,Regular,1,24,47,51.1,268,0,21,63,3.0,1,1,1,100.0,2,2,100.0,7,0,3,3,26.0,26.0,0.0,18.0,28.0,64.3,240.0,1.0,52.0,246.0,4.7,1.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,1.0,0.0,1.0
Tennessee,Appalachian State,2016-09-01,2016-17,1,0,20,13,33,W,7,Regular,1,16,29,55.2,192,1,43,127,3.0,1,2,2,100.0,2,2,100.0,8,1,1,2,15.23076923076923,26.0,-10.76923076923077,15.0,23.0,65.2,108.0,1.0,43.0,184.0,4.3,1.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Vanderbilt,South Carolina,2016-09-01,2016-17,1,0,10,13,23,L,-3,Regular,1,8,23,34.8,73,0,42,169,4.0,1,1,1,100.0,1,2,50.0,4,0,0,0,26.0,26.0,0.0,16.0,30.0,53.3,187.0,0.0,32.0,121.0,3.8,1.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,2.0,0.0,2.0
Syracuse,Louisville,2016-09-09,2016-17,1,0,28,62,90,L,-34,Regular,2,27,53,50.9,293,3,40,121,3.0,1,4,4,100.0,0,1,0.0,4,1,1,2,26.0,9.066666666666666,16.933333333333334,21.0,40.0,52.5,431.0,1.0,41.0,414.0,10.1,7.0,8.0,8.0,100.0,2.0,3.0,66.7,14.0,2.0,1.0,3.0
Texas,Notre Dame,2016-09-04,2016-17,1,0,50,47,97,W,3,Regular,1,16,27,59.3,280,2,59,237,4.0,5,5,6,83.3,1,1,100.0,8,0,1,1,21.25,16.0,5.25,17.0,30.0,56.7,238.0,5.0,46.0,206.0,4.5,1.0,6.0,6.0,100.0,1.0,2.0,50.0,9.0,0.0,0.0,0.0
Auburn,Clemson,2016-09-03,2016-17,1,0,13,19,32,L,-6,Regular,1,15,28,53.6,175,0,41,87,2.1,1,1,1,100.0,2,2,100.0,7,1,2,3,14.625,2.8666666666666667,11.758333333333333,19.0,34.0,55.9,248.0,1.0,44.0,151.0,3.4,1.0,1.0,2.0,50.0,2.0,2.0,100.0,7.0,1.0,1.0,2.0
Iowa,Miami (OH),2016-09-03,2016-17,1,0,45,21,66,W,24,Regular,1,13,21,61.9,192,1,29,212,7.3,5,6,6,100.0,1,1,100.0,9,0,0,0,15.25,26.0,-10.75,19.0,29.0,65.5,266.0,2.0,41.0,158.0,3.9,1.0,3.0,3.0,100.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0
Mississippi State,South Alabama,2016-09-03,2016-17,1,0,20,21,41,L,-1,Regular,1,20,31,64.5,143,1,34,239,7.0,1,2,2,100.0,2,4,50.0,8,0,0,0,26.0,26.0,0.0,24.0,34.0,70.6,285.0,2.0,29.0,94.0,3.2,1.0,3.0,3.0,100.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
Ohio,Texas State,2016-09-03,2016-17,1,0,54,56,110,L,-2,Regular,1,28,46,60.9,393,4,51,237,4.6,2,4,4,100.0,4,5,80.0,16,2,0,2,3.4,26.0,-22.6,41.0,56.0,73.2,440.0,5.0,42.0,106.0,2.5,2.0,6.0,6.0,100.0,2.0,2.0,100.0,12.0,1.0,2.0,3.0
Penn State,Kent State,2016-09-03,2016-17,1,0,33,13,46,W,20,Regular,1,16,31,51.6,209,2,38,145,3.8,1,3,3,100.0,2,2,100.0,9,1,0,1,10.666666666666666,26.0,-15.333333333333334,14.0,28.0,50.0,129.0,0.0,41.0,150.0,3.7,0.0,1.0,1.0,100.0,2.0,3.0,66.7,7.0,1.0,2.0,3.0
Texas A&M,UCLA,2016-09-03,2016-17,1,0,31,24,55,W,7,Regular,1,22,42,52.4,239,1,41,203,5.0,3,4,4,100.0,1,2,50.0,7,1,1,2,12.636363636363637,24.0,-11.363636363636363,26.0,47.0,55.3,343.0,1.0,40.0,125.0,3.1,1.0,1.0,1.0,100.0,3.0,4.0,75.0,10.0,0.0,3.0,3.0
Tulsa,San Jose State,2016-09-03,2016-17,1,0,45,10,55,W,35,Regular,1,13,25,52.0,207,1,58,305,5.3,3,6,6,100.0,1,1,100.0,9,0,0,0,26.0,26.0,0.0,16.0,29.0,55.2,234.0,1.0,32.0,53.0,1.7,0.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,2.0,1.0,3.0
Texas-El Paso,New Mexico State,2016-09-03,2016-17,1,0,38,22,60,W,16,Regular,1,15,28,53.6,229,3,49,289,5.9,2,5,5,100.0,1,1,100.0,8,1,0,1,26.0,26.0,0.0,17.0,41.0,41.5,206.0,0.0,30.0,139.0,4.6,2.0,1.0,2.0,50.0,1.0,1.0,100.0,4.0,0.0,0.0,0.0
Washington,Rutgers,2016-09-03,2016-17,1,0,48,13,61,W,35,Regular,1,20,29,69.0,289,4,30,91,3.0,0,6,6,100.0,2,3,66.7,12,0,1,1,6.866666666666666,26.0,-19.133333333333333,24.0,40.0,60.0,168.0,0.0,48.0,136.0,2.8,1.0,1.0,1.0,100.0,2.0,2.0,100.0,7.0,2.0,1.0,3.0
Wyoming,Northern Illinois,2016-09-03,2016-17,1,0,40,34,74,W,6,Regular,1,19,29,65.5,245,2,56,243,4.3,3,4,4,100.0,2,4,50.0,10,0,0,0,26.0,26.0,0.0,24.0,39.0,61.5,329.0,3.0,37.0,133.0,3.6,2.0,4.0,5.0,80.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0
Arkansas State,Toledo,2016-09-02,2016-17,1,0,10,31,41,L,-21,Regular,1,11,25,44.0,124,0,38,142,3.7,1,1,1,100.0,1,1,100.0,4,0,0,0,26.0,26.0,0.0,23.0,31.0,74.2,371.0,3.0,45.0,185.0,4.1,1.0,4.0,4.0,100.0,1.0,2.0,50.0,7.0,2.0,0.0,2.0
Clemson,Troy,2016-09-10,2016-17,1,0,30,24,54,W,6,Regular,2,27,53,50.9,292,3,32,122,3.8,0,3,3,100.0,3,3,100.0,12,1,2,3,2.8666666666666667,26.0,-23.133333333333333,26.0,45.0,57.8,245.0,2.0,33.0,141.0,4.3,1.0,3.0,3.0,100.0,1.0,2.0,50.0,6.0,0.0,3.0,3.0
Duke,Wake Forest,2016-09-10,2016-17,1,0,14,24,38,L,-10,Regular,2,31,48,64.6,332,0,30,37,1.2,2,2,2,100.0,0,2,0.0,2,2,1,3,26.0,26.0,0.0,9.0,16.0,56.3,150.0,0.0,49.0,239.0,4.9,3.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,1.0,1.0,2.0
East Carolina,North Carolina State,2016-09-10,2016-17,1,0,33,30,63,W,3,Regular,2,33,43,76.7,297,1,33,148,4.5,3,3,4,75.0,2,3,66.7,9,1,1,2,26.0,26.0,0.0,21.0,32.0,65.6,287.0,1.0,31.0,215.0,6.9,3.0,3.0,3.0,100.0,1.0,3.0,33.3,6.0,1.0,0.0,1.0
Florida,Kentucky,2016-09-10,2016-17,1,0,45,7,52,W,38,Regular,2,19,33,57.6,320,4,50,244,4.9,2,6,6,100.0,1,3,33.3,9,0,1,1,17.4,26.0,-8.600000000000001,3.0,14.0,21.4,55.0,0.0,34.0,94.0,2.8,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,3.0,4.0
Indiana,Ball State,2016-09-10,2016-17,1,0,30,20,50,W,10,Regular,2,17,27,63.0,266,3,45,187,4.2,0,3,3,100.0,3,3,100.0,12,0,0,0,26.0,26.0,0.0,15.0,30.0,50.0,231.0,1.0,38.0,140.0,3.7,0.0,2.0,2.0,100.0,2.0,2.0,100.0,8.0,2.0,1.0,3.0
Miami (FL),Florida Atlantic,2016-09-10,2016-17,1,0,38,10,48,W,28,Regular,2,17,31,54.8,191,0,39,279,7.2,5,5,5,100.0,1,2,50.0,8,0,2,2,17.0,26.0,-9.0,18.0,37.0,48.6,167.0,0.0,34.0,47.0,1.4,1.0,1.0,1.0,100.0,1.0,1.0,100.0,4.0,0.0,1.0,1.0
Michigan,Central Florida,2016-09-10,2016-17,1,0,51,14,65,W,37,Regular,2,27,41,65.9,328,4,41,119,2.9,2,6,6,100.0,3,3,100.0,15,0,0,0,4.333333333333333,26.0,-21.666666666666668,6.0,22.0,27.3,56.0,0.0,46.0,275.0,6.0,2.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0
Mississippi State,South Carolina,2016-09-10,2016-17,1,0,27,14,41,W,13,Regular,2,20,30,66.7,195,3,43,294,6.8,0,3,3,100.0,2,2,100.0,9,0,1,1,26.0,26.0,0.0,20.0,39.0,51.3,209.0,2.0,31.0,34.0,1.1,0.0,2.0,2.0,100.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0
Navy,Connecticut,2016-09-10,2016-17,1,0,28,24,52,W,4,Regular,2,6,8,75.0,130,0,50,235,4.7,3,4,4,100.0,0,1,0.0,4,1,0,1,23.2,26.0,-2.8000000000000007,24.0,27.0,88.9,264.0,1.0,34.0,90.0,2.6,1.0,3.0,3.0,100.0,1.0,1.0,100.0,6.0,2.0,0.0,2.0
Nebraska,Wyoming,2016-09-10,2016-17,1,0,52,17,69,W,35,Regular,2,21,35,60.0,412,4,43,138,3.2,2,7,7,100.0,1,1,100.0,10,0,1,1,13.5,26.0,-12.5,16.0,32.0,50.0,189.0,1.0,31.0,131.0,4.2,1.0,2.0,2.0,100.0,1.0,3.0,33.3,5.0,1.0,5.0,6.0
New Mexico State,New Mexico,2016-09-10,2016-17,1,0,32,31,63,W,1,Regular,2,21,35,60.0,205,2,35,102,2.9,1,2,3,66.7,4,4,100.0,14,0,0,0,26.0,26.0,0.0,12.0,23.0,52.2,115.0,0.0,45.0,221.0,4.9,4.0,4.0,4.0,100.0,1.0,1.0,100.0,7.0,1.0,1.0,2.0
